anio;provincia_id;provincia_nombre;departamento_id;departamento_nombre;localidad_id;localidad_nombre;superficie_ha;﻿pais_id;pais_productor;provincia_id_1;provincia_productora;departamento_id_1;departamento_productor;localidad_productora;año_cosecha;quintales_producidos;rendimiento_kg_ha
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;391.2;2,8577690116
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;16878.35;123,2986339397
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;813.2;5,9405361969
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;36640.19;267,6615530718
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;5109.2;37,323398349
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;62404.61;455,8741325152
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;93;0,6793776025
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;4898.6;35,7849368106
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;797;5,8221930017
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;2509;18,3285849953
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;80389.91;587,2591862079
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;2634.2;19,2431879611
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;26741.32;195,3489663233
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;27.6;0,2016217401
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;2332.6;17,0399590912
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;1319.4;9,6383957922
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;33484.8;244,6110015341
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;1988.2;14,5240704215
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;2056.7;15,024472204
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;139;1,0154138359
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;48938.31;357,5009861933
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;524.4;3,8308130616
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;509.8;3,7241580831
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;9371.4;68,4593469209
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;139.4;1,0183358901
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;43545.23;318,1038059756
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;79729.12;582,4320257141
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;273.74;1,9997077946
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;299.2;2,1856965447
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;3651.8;26,6768938564
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;4466.4;32,627657243
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;3198.6;23,3662064431
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;2354.74;17,2016947914
2016;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.89;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2016;35861.76;261,9750164366
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;782.2;5,7203451806
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;143916.34;1052,4816439959
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;308.8;2,2583004242
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;1265.6;9,2555214275
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;30680.2;224,3688752377
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;13310.5;97,3416703232
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;1778.4;13,0057042563
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;2457.8;17,9742577154
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;5137;37,5676466286
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;1614.4;11,8063478134
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;196.4;1,4363024718
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;6280.71;45,9317683194
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;1094.8;8,0064355712
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;38117.36;278,7579347667
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;4058.6;29,6811467018
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;77755.08;568,6344888109
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;7078.2;51,7639315489
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;801;5,8578323826
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;9077;66,381453854
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;64441.24;471,2683925698
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;2353.4;17,2107649554
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;21117.6;154,4361562089
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;150.8;1,1028228755
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;2638.4;19,2950124324
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;869.9;6,3617083516
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;23299.3;170,3912534737
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;992.2;7,2561064795
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;1206.4;8,8225830042
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;281.2;2,0564575106
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;56403.29;412,4856662279
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;512.09;3,7449904929
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;9285.4;67,9055141144
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;330.8;2,4191897031
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;38884.33;284,3669006874
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;75580.65;552,7325581395
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;172.8;1,2637121545
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;107.6;0,7868948369
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;3971.55;29,0445370777
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;5086.38;37,1974550241
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;2483.4;18,1614743308
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;2259.21;16,5219394471
2017;50;Mendoza     ;50105;San Rafael        ;50105210;San Rafael            ;136.74;32;Argentina;50;Mendoza     ;105;San Rafael            ;San Rafael              ;2017;20512.62;150,0118473014
